name,2000
CaSR1,1.3348920795434505
CaSR2,1.3321815621261905
CaSR3,1.326933422592874
CaSR4,1.3185363928789995
Cai1,0.00024682203610461713
Cai2,0.000246766846466201
Cai3,0.00024668224131093496
Cai4,0.00024666917846587796
Cass,0.0002446322815215313
d,1.337925549285987e-05
f1,0.9986097584544926
f2,0.9986117081206093
fca,0.9435201540893953
y,0.08444756761988405
pa,5.278590343165485e-05
n,0.0019321256323471473
ikur_r,0.0003642634805672628
ikur_s,0.9840934117432171
h1,0.8786979839146479
h2,0.8792535902743122
m,0.003267226781133572
it_r,0.0010840047142133633
it_s,0.9488733414172227
V,-74.08563502445219
Ki,134.27988029374717
ryr_a1,0.24454914278374426
ryr_a2,0.2475840781076184
ryr_a3,0.25419680349377116
ryr_ass,0.2687120658645669
c1,0.8526959470157147
c2,0.8888499804295813
c3,0.9417462829199146
css,0.9882882872996868
o1,0.0007048129506777264
o2,0.0006351930555674415
o3,0.0005068721615427736
oss,0.00029181605555087003
serca_a1,0.36541288583661935
serca_a2,0.36458684025188576
serca_a3,0.3629805435714729
serca_ass,0.3600133257259482
Nai,9.385411925909299
Nass,9.257378408012976
fluo_1,0.002497612051379462
fluo_2,0.0024972381578837006
fluo_3,0.0024966810176692933
fluo_4,0.002496713375611612
fluo_ss,0.002481192768063192
CaSR,1.3247411643149616
Cai,0.00024668845411460574
fluo,0.002496761870358318
