name,2000
CaSR1,1.3549995559627672
CaSR2,1.3523306934852903
CaSR3,1.3471793522658342
CaSR4,1.338985945589703
Cai1,0.0002499806305073225
Cai2,0.00024985637767999493
Cai3,0.0002496249982262813
Cai4,0.0002493345836122399
Cass,0.00024714673262441806
d,1.3637761625863275e-05
f1,0.9985879900759391
f2,0.9985900959026828
fca,0.9424202430005473
y,0.0836479315889007
pa,5.376695391020328e-05
n,0.0019440171086635455
ikur_r,0.00036898865747046945
ikur_s,0.9839024258136885
h1,0.8764576114882142
h2,0.8770557119579113
m,0.0033115686233608035
it_r,0.0010949881287677793
it_s,0.9484042902065123
V,-73.97459479088862
Ki,134.31271224486142
ryr_a1,0.24862097679229297
ryr_a2,0.25162846341552153
ryr_a3,0.25817216917285823
ryr_ass,0.27230924034428494
c1,0.8638776331110756
c2,0.8980278646931896
c3,0.9472337847044996
css,0.9894819619369909
o1,0.0006836559955354185
o2,0.0006152557951887739
o3,0.0004896687382505566
oss,0.00028146102107733854
serca_a1,0.37226847172283917
serca_a2,0.371447933341289
serca_a3,0.3698546286639393
serca_ass,0.366890768134707
Nai,9.429941661813364
Nass,9.30648442246064
fluo_1,0.0025215138597939253
fluo_2,0.0025206217424910853
fluo_3,0.002518961471599211
fluo_4,0.002516901816852635
fluo_ss,0.0025003204311869116
CaSR,1.345049376054733
Cai,0.00024954874811563844
fluo,0.002518419646506356
